chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U05,1,He flew over to America.,彼はアメリカへ飛んで行った。,,/images/eijukugo_zukan/U05/Q01.png,/audio/eijukugo_zukan/U05/S01.mp3,over,over,He flew [BLANK] to America.
U05,2,School is over.,学校は終わりだ。,,/images/eijukugo_zukan/U05/Q02.png,/audio/eijukugo_zukan/U05/S02.mp3,over,over,School is [BLANK].
U05,3,Can I start over from the beginning?,最初からやり直してもいいですか。,,/images/eijukugo_zukan/U05/Q03.png,/audio/eijukugo_zukan/U05/S03.mp3,over,over,Can I start [BLANK] from the beginning?
U05,4,Let's discuss this matter over lunch.,昼食をとりながらこの件を話し合いましょう。,,/images/eijukugo_zukan/U05/Q04.png,/audio/eijukugo_zukan/U05/S04.mp3,over,over,Let's discuss this matter [BLANK] lunch.
U05,5,I stopped over at Hong Kong.,私は香港に途中立ち寄った。,,/images/eijukugo_zukan/U05/Q05.png,/audio/eijukugo_zukan/U05/S05.mp3,over,over,I stopped [BLANK] at Hong Kong.
U05,6,Let's cross over that bridge.,あの橋を渡ろう。,,/images/eijukugo_zukan/U05/Q06.png,/audio/eijukugo_zukan/U05/S06.mp3,over,over,Let's cross [BLANK] that bridge.
U05,7,He leaned over and picked up a wallet.,彼は身をかがめて財布を拾った。,,/images/eijukugo_zukan/U05/Q07.png,/audio/eijukugo_zukan/U05/S07.mp3,over,over,He leaned [BLANK] and picked up a wallet.
U05,8,The soup is boiling over.,スープが吹きこぼれている。,,/images/eijukugo_zukan/U05/Q08.png,/audio/eijukugo_zukan/U05/S08.mp3,over,over,The soup is boiling [BLANK].
U05,9,The car rolled over in the street.,その車は通りで横転した。,,/images/eijukugo_zukan/U05/Q09.png,/audio/eijukugo_zukan/U05/S09.mp3,over,over,The car rolled [BLANK] in the street.
U05,10,Let's talk it over later.,それはあとでよく話し合おう。,,/images/eijukugo_zukan/U05/Q10.png,/audio/eijukugo_zukan/U05/S10.mp3,over,over,Let's talk it [BLANK] later.
U05,11,I think you should think it over.,それをよく考えたほうがいいと思う。,,/images/eijukugo_zukan/U05/Q11.png,/audio/eijukugo_zukan/U05/S11.mp3,over,over,I think you should think it [BLANK].
U05,12,Don't cry over spilt milk.,終わったことを嘆くな。,,/images/eijukugo_zukan/U05/Q12.png,/audio/eijukugo_zukan/U05/S12.mp3,over,over,Don't cry [BLANK] spilt milk.
